CIF,TRANSACTIONCODE,CUSTOMERTYPE,BIRTHDATE
29399698,D109301,0,1377/12/15
29399714,D109301,0,1359/04/03
29399722,D109301,0,1366/11/14
29399730,D109301,0,1360/02/20
29399748,D109301,0,1322/05/04
29399805,D106601,0,1366/11/12
29399805,D109301,0,1366/11/12
29399839,D109301,0,1360/12/20
29399847,D109301,0,1369/04/16
29399870,D109301,0,1359/04/16
29399946,D109301,0,1340/01/03
29399953,D109301,0,1364/06/26
29400017,D109301,0,1372/01/16
29400025,D109301,0,1355/08/22
29400082,D109301,0,1345/09/12
29400090,D109301,0,1351/02/03
29400108,D109301,0,1360/09/30
29400124,D109301,0,1359/03/22
29400173,D109301,0,1329/12/10
29400215,D109301,0,1369/11/15
29400264,D109301,0,1368/01/29
29400272,D109301,0,1342/09/13
29400306,D109301,0,1368/03/28
29400363,D109301,0,1378/04/19
29400488,D109301,0,1338/07/10
29400496,D109301,0,1340/09/20
29400546,D109301,0,1346/01/03
29400553,D109301,0,1332/06/05
29400579,D109301,0,1352/12/24
29400587,D109301,0,1345/04/15
29400603,D109301,0,1349/06/09
29400645,D109301,0,1373/10/12
29400652,D109301,0,1335/07/15
29400686,D109301,0,1365/11/05
29400694,D106601,0,1349/02/11
29400751,D106601,0,1355/02/25
29400785,D109301,0,1361/12/01
29400801,D109301,0,1320/10/02
29400819,D109301,0,1353/07/01
29400868,D109301,0,1355/06/30
29400876,D109301,0,1370/02/14
29400884,D109301,0,1366/03/04
29400892,D109301,0,1344/08/30
29400900,D109301,0,1369/09/09
29400942,D109301,0,1362/07/01
29400991,D109301,0,1356/07/01
29401007,D109301,0,1359/07/08
29401023,D109301,0,1349/06/30
29401031,D109301,0,1364/04/17
29401056,D109301,0,1378/09/27
29401080,D109301,0,1351/06/01
29401106,D109301,0,1341/01/01
29401114,D106601,0,1370/04/07
29401148,D109301,0,1350/06/30
29401155,D109301,0,1360/06/30
29401197,D109301,0,1362/02/27
29401221,D109301,0,1372/12/15
29401239,D109301,0,1351/10/05
29401288,D106601,0,1335/05/26
29401296,D109301,0,1348/04/01
29401338,D109301,0,1377/10/04
29401379,D109301,0,1360/09/01
29401387,D109301,0,1367/06/21
29401411,D106601,0,1362/04/30
29401429,D106601,0,1360/02/21
29401437,D109301,0,1327/09/07
29401445,D109301,0,1379/01/09
29401528,D109301,0,1364/03/23
29401551,D109301,0,1365/07/01
29401601,D109301,0,1371/05/03
29401742,D109301,0,1340/12/25
29401775,D109301,0,1346/03/20
29401809,D109301,0,1347/11/06
29401817,D109301,0,1363/06/01
29401866,D109301,0,1379/09/01
29401908,D109301,0,1365/07/23
29401924,D109301,0,1357/03/03
29401932,D109301,0,1367/05/07
29401965,D109301,0,1345/10/04
29401973,D109301,0,1366/01/15
29402013,D106601,0,1348/11/09
29402039,D109301,0,1376/05/18
29402062,D109301,0,1345/09/02
29402070,D109301,0,1380/09/01
29402104,D109301,0,1369/08/01
29402120,D109301,0,1364/03/20
29402161,D109301,0,1334/05/06
29402187,D109301,0,1352/03/10
29402211,D109301,0,1374/09/10
29402229,D109301,0,1367/02/28
29402278,D109301,0,1366/03/28
29402286,D109301,0,1353/07/17
29402310,D109301,0,1356/09/01
29402336,D109301,0,1362/06/30
29402344,0,0,1366/10/05
29402351,D109301,0,1333/09/19
29402369,D109301,0,1365/06/16
29402393,D109301,0,1356/06/04
29402419,D109301,0,1377/05/08
29402427,D109301,0,1376/06/27
29402443,D109301,0,1339/07/11
29402468,D109301,0,1349/05/01
29402492,D109301,0,1333/04/15
29402500,D109301,0,1360/03/25
29402526,D109301,0,1345/07/02
29402559,D109301,0,1372/01/25
29402567,D109301,0,1370/07/19
29402575,D109301,0,1378/07/10
29402633,D109301,0,1341/12/27
29402674,D109301,0,1367/12/07
29402682,D109301,0,1366/06/10
29402690,D109301,0,1372/06/02
29402740,D109301,0,1369/01/22
29402773,D109301,0,1346/11/20
29402807,D109301,0,1351/12/04
29402849,D109301,0,1340/06/20
29402856,D106601,0,1323/06/15
29402872,D109301,0,1368/04/17
29402880,D109301,0,1355/02/25
29402906,D109301,0,1359/02/03
29402914,D109301,0,1364/06/25
29402922,D109301,0,1371/05/28
29402955,D109301,0,1370/06/15
29402997,D109301,0,1355/06/05
29403011,D109301,0,1380/03/14
29403029,D106601,0,1338/01/05
29403045,D109301,0,1360/03/17
29403060,D109301,0,1365/07/20
29403078,D106601,0,1371/02/11
29403086,D109301,0,1374/02/16
29403177,D109301,0,1373/10/29
29403185,D109301,0,1364/02/12
29403235,D109301,0,1340/07/24
29403292,D109301,0,1370/08/28
29403326,D109301,0,1360/02/09
29403367,D109301,0,1375/05/01
29403375,D109301,0,1371/06/29
29403409,D109301,0,1347/04/06
29403417,D109301,0,1354/05/02
29403433,D109301,0,1369/11/08
29403466,D109301,0,1372/03/16
29403474,D109301,0,1346/03/01
29403490,D109301,0,1374/07/29
29403508,D109301,0,1352/02/20
29403516,D109301,0,1372/08/24
29403524,D106601,0,1375/08/21
29403565,D109301,0,1337/04/01
29403573,D109301,0,1361/06/09
29403599,D109301,0,1372/06/13
29403615,D109301,0,1367/06/30
29403623,D109301,0,1356/01/22
29403656,D109301,0,1347/08/05
29403672,D109301,0,1339/02/01
29403680,D109301,0,1351/08/11
29403748,D109301,0,1363/02/23
29403771,D109301,0,1363/01/10
29403813,D109301,0,1367/10/15
29403862,D109301,0,1360/05/01
29403870,D109301,0,1363/09/15
29403896,D109301,0,1359/07/01
29403920,D109301,0,1353/06/23
29403938,D109301,0,1355/06/18
29403979,D109301,0,1358/05/06
29403995,D109301,0,1359/03/26
29404019,D109301,0,1349/04/03
29404035,D109301,0,1371/09/28
29404076,D109301,0,1362/11/08
29404084,D109301,0,1365/10/08
29404100,D109301,0,1337/10/20
29404175,D109301,0,1378/08/16
29404233,D109301,0,1366/11/23
29404316,D106601,0,1359/05/02
29404332,D109301,0,1394/05/06
29404399,D109301,0,1367/12/08
29404415,D109301,0,1368/04/11
29404464,D106601,0,1360/06/07
29404548,D109301,0,1341/01/01
29404563,D109301,0,1339/06/06
29404654,D109301,0,1367/05/12
29404738,D109301,0,1364/03/26
29404746,D109301,0,1368/02/16
29404795,D109301,0,1367/07/23
29404944,D109301,0,1361/12/24
29404951,D109301,0,1357/09/28
29405099,D109301,0,1355/01/01
29405131,D109301,0,1345/01/02
29405172,D109301,0,1377/06/17
29405180,D109301,0,1358/06/02
29405602,D109301,0,1393/01/07
29405628,D106601,0,1358/06/01
29405651,D109301,0,1347/05/01
29405669,D109301,0,1320/09/05
29405685,D109301,0,1365/06/29
29405735,D109301,0,1365/01/16
29405743,D109301,0,1378/02/06
29405750,D109301,0,1373/08/25
29405784,D109301,0,1349/02/03
29405792,D109301,0,1325/07/05
29405800,D109301,0,1373/01/09
29405818,D109301,0,1350/10/10
29405826,D109301,0,1365/02/22
29405867,D109301,0,1376/03/07
29405875,D109301,0,1356/02/01
29405883,D109301,0,1319/04/15
29405891,D109301,0,1327/04/02
29405917,D109301,0,1372/06/31
29405925,D109301,0,1324/10/12
29405941,D109301,0,1357/11/29
29405958,D109301,0,1363/09/19
29405966,D109301,0,1367/08/23
29405974,D109301,0,1363/05/06
29405982,D109301,0,1351/12/27
29406022,D109301,0,1352/06/20
29406105,D109301,0,1364/03/09
29406121,D109301,0,1344/01/30
29406170,D109301,0,1365/12/29
29406188,D109301,0,1340/12/15
29406220,D109301,0,1364/08/15
29406238,D109301,0,1351/02/07
29406246,D109301,0,1370/03/22
29406253,D109301,0,1346/01/01
29406261,D109301,0,1369/08/07
29406287,D109301,0,1359/06/30
29406295,D109301,0,1379/10/05
29406303,D109301,0,1374/04/18
29406329,D109301,0,1372/05/04
29406352,D109301,0,1362/08/19
29406378,D109301,0,1359/07/01
29406386,D109301,0,1353/12/10
29406394,D109301,0,1336/04/08
29406402,D109301,0,1337/10/15
29406410,D109301,0,1345/12/10
29406428,D109301,0,1362/02/31
29406436,D109301,0,1379/07/19
29406444,D109301,0,1375/07/01
29406451,D109301,0,1342/10/04
29406477,D109301,0,1349/09/19
29406485,D109301,0,1358/03/01
29406493,D109301,0,1332/06/15
29406501,D109301,0,1364/03/09
29406527,D109301,0,1345/02/11
29406535,D109301,0,1362/03/01
29406550,D109301,0,1362/08/08
29406568,D109301,0,1377/01/21
29406576,D109301,0,1377/03/23
29406584,D109301,0,1362/01/20
29406592,D109301,0,1353/07/01
29406600,D109301,0,1345/01/10
29406618,D109301,0,1367/09/12
29406634,D109301,0,1360/10/12
29406659,D109301,0,1335/09/01
29406683,D109301,0,1353/05/01
29406691,D109301,0,1364/05/29
29406709,D109301,0,1377/09/28
29406717,D109301,0,1364/01/20
29406733,D109301,0,1360/05/16
29406758,D109301,0,1341/07/01
29406766,D109301,0,1364/05/01
29406774,D109301,0,1354/12/10
29406782,D109301,0,1347/05/04
29406808,D109301,0,1366/01/01
29406824,D109301,0,1369/06/31
29406857,D109301,0,1348/04/20
29406865,D109301,0,1350/04/07
29406873,D109301,0,1349/01/12
29406899,D109301,0,1340/01/01
29406907,D109301,0,1379/09/27
29406915,D109301,0,1350/06/01
29406923,D109301,0,1347/11/09
29406949,D109301,0,1366/06/07
29406956,D109301,0,1314/06/27
29406964,D109301,0,1350/01/11
29406972,D109301,0,1362/02/21
29406980,D109301,0,1355/07/01
29406998,D109301,0,1372/06/21
29407004,D109301,0,1369/11/25
29407012,D109301,0,1363/10/01
29407020,D109301,0,1375/11/10
29407038,D109301,0,1363/01/01
29407053,D109301,0,1344/08/04
29407087,D109301,0,1357/03/18
29407111,D109301,0,1364/06/28
29407145,D109301,0,1376/10/14
29407152,D109301,0,1334/07/07
29407160,D109301,0,1365/02/02
29407178,D109301,0,1344/12/29
29407186,D109301,0,1391/03/26
29407210,D109301,0,1361/08/20
29407251,D109301,0,1365/05/05
29407285,D109301,0,1354/12/11
29407301,D109301,0,1333/03/25
29407319,D109301,0,1368/06/22
29407335,D109301,0,1363/10/25
29407343,D109301,0,1365/12/03
29407350,D109301,0,1346/03/06
29407376,D109301,0,1368/01/13
29407418,D109301,0,1354/09/27
29407434,D109301,0,1376/07/08
29407459,D109301,0,1364/06/30
29407467,D109301,0,1351/04/14
29407475,D109301,0,1373/10/06
29407483,D109301,0,1343/01/13
29407491,D109301,0,1365/10/13
29407509,D109301,0,1375/10/18
29407517,D109301,0,1366/04/01
29407541,D109301,0,1353/09/07
29407558,D109301,0,1374/11/28
29407566,D109301,0,1356/05/11
29407574,D109301,0,1336/09/04
29407582,D109301,0,1349/02/04
29407590,D109301,0,1355/03/20
29407616,D109301,0,1351/06/01
29407632,D109301,0,1376/02/10
29407657,D109301,0,1365/10/06
29407665,D109301,0,1385/10/12
29407681,D109301,0,1366/01/01
29407699,D109301,0,1373/08/24
29407715,D109301,0,1363/03/23
29407731,D109301,0,1366/01/23
29407749,D109301,0,1373/11/02
29407756,D109301,0,1366/01/01
29407772,D109301,0,1366/06/30
29407780,D109301,0,1360/10/06
29407806,D109301,0,1373/08/16
29407814,D109301,0,1368/10/23
29407822,D109301,0,1373/03/11
29407830,D109301,0,1334/12/05
29407848,D109301,0,1376/10/20
29407855,D109301,0,1379/12/27
29407863,D109301,0,1346/01/03
29407889,D109301,0,1372/02/22
29407897,D109301,0,1377/03/02
29407913,D109301,0,1357/11/22
29407921,D109301,0,1370/04/05
29407939,D109301,0,1329/02/01
29407947,D109301,0,1365/01/01
29407970,D109301,0,1367/12/07
29408002,D109301,0,1359/04/24
29408010,D109301,0,1341/12/01
29408036,D109301,0,1350/02/15
29408051,D109301,0,1377/05/03
29408093,D109301,0,1344/01/01
29408101,D109301,0,1369/12/04
29408119,D109301,0,1366/01/01
29408127,D109301,0,1321/02/20
29408150,D109301,0,1355/07/08
29408176,D109301,0,1335/04/01
29408184,D109301,0,1369/09/01
29408192,D109301,0,1343/10/06
29408200,D109301,0,1365/06/17
29408226,D109301,0,1358/03/12
29408242,D109301,0,1372/04/01
29408259,D109301,0,1348/12/20
29408267,D109301,0,1344/07/06
29408275,D109301,0,1373/01/24
29408291,D109301,0,1374/04/13
29408317,D109301,0,1370/01/22
29408325,D109301,0,1351/06/05
29408333,D109301,0,1373/11/28
29408341,D109301,0,1373/08/02
29408358,D109301,0,1373/12/21
29408366,D109301,0,1349/06/11
29408382,D109301,0,1344/01/01
29408416,D109301,0,1342/04/16
29408424,D109301,0,1348/04/01
29408457,D109301,0,1315/06/18
29408473,D109301,0,1372/03/04
29408481,D109301,0,1371/11/22
29408499,D109301,0,1361/05/01
29408515,D109301,0,1343/04/10
29408549,D109301,0,1387/08/13
29408556,D109301,0,1346/01/29
29408572,D109301,0,1353/06/20
29408580,D109301,0,1344/09/13
29408598,D109301,0,1346/04/01
29408606,D109301,0,1350/05/02
29408614,D109301,0,1367/11/28
29408630,D109301,0,1375/11/09
29408648,D109301,0,1353/01/03
29408655,D109301,0,1366/02/05
29408663,D109301,0,1355/10/16
29408689,D109301,0,1373/06/30
29408713,D109301,0,1367/04/06
29408721,D109301,0,1355/06/01
29408747,D109301,0,1368/07/15
29408754,D109301,0,1349/06/15
29408762,D109301,0,1364/03/12
29408770,D109301,0,1367/09/02
29408788,D109301,0,1379/09/09
29408812,D109301,0,1352/06/31
29408820,D109301,0,1378/06/03
29408838,D109301,0,1335/05/12
29408846,D109301,0,1339/12/10
29408861,D109301,0,1333/06/19
29408879,D109301,0,1372/08/16
29408887,D109301,0,1351/03/15
29408903,D109301,0,1330/11/10
29408911,D109301,0,1351/03/15
29408929,D109301,0,1367/01/01
29408937,D109301,0,1367/12/17
29408945,D109301,0,1377/04/03
29408960,D109301,0,1361/04/21
29409000,D109301,0,1355/04/27
29409026,D109301,0,1356/07/01
29409034,D109301,0,1338/10/28
29409059,D109301,0,1332/07/01
29409067,D109301,0,1338/01/01
29409075,D109301,0,1349/01/01
29409083,D109301,0,1369/08/26
29409091,D109301,0,1342/06/25
29409109,D109301,0,1366/04/13
29409117,D109301,0,1368/11/22
29409125,D109301,0,1332/07/15
29409133,D109301,0,1340/09/20
29409141,D109301,0,1372/09/05
29409158,D109301,0,1356/06/28
29409166,D109301,0,1353/02/26
29409182,D109301,0,1347/04/03
29409190,D109301,0,1352/06/20
29409208,D109301,0,1353/05/27
29409216,D109301,0,1360/06/24
29409224,D109301,0,1365/08/23
29409240,D109301,0,1347/11/07
29409273,D109301,0,1356/01/01
29409299,D109301,0,1348/09/03
29409307,D109301,0,1363/10/20
29409323,D109301,0,1360/06/30
29409364,D109301,0,1346/06/15
29409372,D109301,0,1376/08/19
29409380,D109301,0,1342/08/10
29409406,D109301,0,1373/03/14
29409414,D109301,0,1361/02/23
29409448,D109301,0,1376/01/23
29409463,D109301,0,1359/05/06
29409471,D109301,0,1351/07/15
29409497,D109301,0,1372/02/01
29409513,D109301,0,1351/11/03
29409521,D109301,0,1357/06/15
29409539,D109301,0,1380/11/07
29409547,D109301,0,1373/07/01
29409554,D109301,0,1373/03/22
29409562,D109301,0,1378/12/26
29409570,D109301,0,1348/01/01
29409588,D109301,0,1369/01/01
29409604,D109301,0,1364/06/10
29409620,D109301,0,1345/02/14
29409638,D109301,0,1366/06/17
29409687,D109301,0,1370/12/05
29409703,D109301,0,1368/04/02
29409711,D109301,0,1358/01/01
29409729,D109301,0,1364/02/04
29409737,D109301,0,1363/06/29
29409745,D109301,0,1354/07/05
29409752,D109301,0,1364/05/17
29409760,D109301,0,1369/10/13
29409778,D109301,0,1369/07/28
29409794,D109301,0,1396/03/08
29409869,D109301,0,1360/01/03
29409877,D109301,0,1344/02/20
29409893,D109301,0,1352/04/07
29409901,D109301,0,1344/10/01
29409919,D109301,0,1368/10/17
29409927,D109301,0,1390/11/01
29409943,D109301,0,1385/11/30
29409950,D109301,0,1349/05/26
29409968,D109301,0,1349/07/01
29409976,D109301,0,1375/08/16
29409992,D109301,0,1352/05/15
29410016,D109301,0,1353/01/02
29410057,D109301,0,1364/10/25
29410065,D109301,0,1361/04/31
29410081,D109301,0,1364/12/17
29410099,D109301,0,1367/12/12
29410115,D109301,0,1354/05/30
29410123,D109301,0,1356/04/10
29410131,D109301,0,1368/06/22
29410149,D109301,0,1370/04/20
29410156,D109301,0,1371/02/21
29410164,D109301,0,1359/06/23
29410180,D109301,0,1377/03/29
29410206,D109301,0,1379/08/12
29410222,D109301,0,1341/03/01
29410230,D109301,0,1370/09/03
29410255,D109301,0,1350/03/15
29410263,D109301,0,1368/04/12
29410297,D109301,0,1346/02/02
29410313,D109301,0,1362/01/01
29410354,D109301,0,1336/12/01
29410370,D109301,0,1351/11/15
29410404,D109301,0,1376/11/29
29410412,D109301,0,1343/03/01
29410446,D109301,0,1365/05/04
29410453,D109301,0,1373/08/20
29410461,D109301,0,1363/11/08
29410479,D109301,0,1340/09/01
29410487,D109301,0,1366/01/01
29410495,D109301,0,1363/08/18
29410511,D109301,0,1363/08/20
29410529,D109301,0,1348/04/01
29410545,D109301,0,1337/02/01
29410552,D109301,0,1359/02/19
29410578,D109301,0,1336/02/05
29410602,D109301,0,1355/06/15
29410610,D109301,0,1338/03/02
29410628,D109301,0,1331/08/02
29410644,D109301,0,1346/02/27
29410651,D109301,0,1361/06/17
29410669,D109301,0,1354/06/01
29410677,D109301,0,1357/01/01
29410685,D109301,0,1315/03/04
29410693,D109301,0,1343/09/27
29410701,D109301,0,1368/02/17
29410719,D109301,0,1371/09/17
29410735,D109301,0,1353/08/07
29410750,D109301,0,1328/12/02
29410768,D109301,0,1344/04/01
29410776,D109301,0,1337/05/14
29410800,D109301,0,1371/01/08
29410818,D109301,0,1346/07/17
29410826,D109301,0,1397/03/19
29410834,D109301,0,1373/04/26
29410842,D109301,0,1376/10/03
29410859,D109301,0,1364/10/05
29410875,D109301,0,1368/06/29
29410883,D109301,0,1358/03/29
29410891,D109301,0,1345/06/10
29410909,D109301,0,1364/07/15
29410917,D109301,0,1378/01/22
29410941,D109301,0,1377/10/03
29410958,D109301,0,1342/01/20
29410966,D109301,0,1328/01/01
29410974,D109301,0,1377/07/27
29410982,D109301,0,1351/05/09
29410990,D109301,0,1360/08/18
29411006,D109301,0,1354/12/08
29411022,D109301,0,1338/09/05
29411048,D109301,0,1372/10/11
29411055,D109301,0,1354/04/15
29411063,D109301,0,1370/09/16
29411071,D109301,0,1357/03/10
29411089,D109301,0,1371/02/27
29411097,D109301,0,1366/12/25
29411121,D109301,0,1340/04/01
29411139,D109301,0,1342/11/01
29411147,D109301,0,1348/05/19
29411154,D109301,0,1361/02/07
29411170,D109301,0,1355/02/21
29411188,D109301,0,1374/12/12
29411196,D109301,0,1365/03/01
29411204,D109301,0,1331/11/10
29411212,D109301,0,1356/01/01
29411220,D109301,0,1380/01/28
29411238,D109301,0,1371/09/07
29411253,D109301,0,1344/06/30
29411279,D109301,0,1379/10/09
29411295,D109301,0,1368/06/26
29411303,D109301,0,1340/05/05
29411329,D109301,0,1343/07/14
29411345,D109301,0,1339/12/28
29411352,D109301,0,1362/01/01
29411386,D109301,0,1356/06/30
29411402,D109301,0,1358/10/01
29411410,D109301,0,1364/01/10
29411428,D109301,0,1355/05/19
29411436,D109301,0,1358/05/01
29411444,D109301,0,1357/01/15
29411451,D109301,0,1345/03/04
29411469,D109301,0,1346/10/01
29411477,D109301,0,1313/03/10
29411485,D109301,0,1373/06/07
29411493,D109301,0,1337/12/01
29411501,D109301,0,1350/09/20
29411519,D109301,0,1328/09/02
29411527,D109301,0,1324/06/07
29411535,D109301,0,1350/07/28
29411543,D109301,0,1354/11/16
29411550,D109301,0,1339/06/10
29411568,D109301,0,1361/02/01
29411592,D109301,0,1368/10/17
29411600,D109301,0,1343/08/01
29411626,D109301,0,1375/10/11
29411642,D109301,0,1345/09/03
29411659,D109301,0,1370/09/07
29411667,D109301,0,1342/01/21
29411675,D109301,0,1386/12/25
29411691,D109301,0,1361/10/16
29411717,D109301,0,1340/11/15
29411741,D109301,0,1352/12/05
29411758,D109301,0,1336/03/05
29411774,D109301,0,1362/06/01
29411808,D109301,0,1331/02/14
29411816,D109301,0,1315/03/03
29411824,D109301,0,1370/02/07
29411873,D109301,0,1354/06/01
29411899,D109301,0,1344/06/30
29411915,D109301,0,1360/10/01
29411956,D109301,0,1343/07/03
29411964,D109301,0,1353/03/25
29411972,D109301,0,1365/11/05
29411980,D109301,0,1377/12/12
29412004,D109301,0,1338/10/13
29412012,D109301,0,1340/12/14
29412020,D109301,0,1370/05/25
29412046,D109301,0,1354/08/03
29412061,D109301,0,1351/07/05
29412079,D109301,0,1383/08/09
29412111,D109301,0,1367/01/11
29412129,D109301,0,1378/01/01
29412137,D109301,0,1351/05/30
29412145,D109301,0,1355/09/06
29412152,D109301,0,1352/01/01
29412160,D109301,0,1361/10/18
29412202,D109301,0,1349/11/23
29412210,D109301,0,1373/01/14
29412228,D109301,0,1348/12/26
29412236,D109301,0,1332/01/14
29412244,D109301,0,1358/01/20
29412251,D109301,0,1375/11/27
29412269,D109301,0,1361/06/11
29412277,D109301,0,1351/03/20
29412285,D109301,0,1367/08/22
29412293,D109301,0,1344/01/25
29412301,D109301,0,1356/12/20
29412335,D109301,0,1343/03/06
29412343,D109301,0,1356/03/10
29412368,D109301,0,1376/04/22
29412376,D109301,0,1365/06/30
29412384,D109301,0,1346/03/02
29412392,D109301,0,1346/01/15
29412400,D109301,0,1361/01/01
29412434,D109301,0,1345/07/08
29412442,D109301,0,1358/04/17
29412459,D109301,0,1359/09/30
29412491,D109301,0,1371/06/30
29412509,D109301,0,1374/12/28
29412517,D109301,0,1359/01/01
29412558,D109301,0,1369/10/10
29412566,D109301,0,1363/10/02
29412574,D109301,0,1341/02/02
29412608,D109301,0,1333/12/06
29412616,D109301,0,1344/08/03
29412624,D109301,0,1369/09/28
29412640,D109301,0,1354/05/03
29412657,D109301,0,1372/07/25
29412707,D109301,0,1351/04/07
29412715,D109301,0,1319/01/26
29412723,D109301,0,1347/06/30
29412749,D109301,0,1376/10/27
29412798,D109301,0,1373/09/27
29412814,D109301,0,1347/04/10
29412822,D109301,0,1347/06/20
29412848,D109301,0,1350/10/07
29412863,D109301,0,1346/08/20
29412871,D109301,0,1360/10/24
29412889,D109301,0,1321/07/01
29412913,D109301,0,1379/09/12
29412939,D109301,0,1337/12/15
29412954,D109301,0,1367/05/30
29412970,D109301,0,1372/07/15
29412988,D109301,0,1348/11/20
29413002,D109301,0,1359/06/20
29413010,D109301,0,1367/06/30
29413044,D109301,0,1369/12/21
29413051,D109301,0,1348/03/02
29413077,D109301,0,1367/03/22
29413085,D109301,0,1373/01/01
29413093,D109301,0,1373/05/11
29413101,D109301,0,1357/04/31
29413119,D109301,0,1356/02/20
29413127,D109301,0,1363/07/26
29413143,D109301,0,1345/01/14
29413150,D109301,0,1369/08/29
29413168,D109301,0,1370/08/21
29413184,D109301,0,1356/03/21
29413192,D109301,0,1370/10/19
29413200,D109301,0,1364/01/28
29413226,D109301,0,1348/06/30
29413259,D109301,0,1349/10/22
29413267,D109301,0,1346/01/01
29413283,D109301,0,1340/01/20
29413291,D109301,0,1366/02/02
29413309,D109301,0,1374/05/15
29413317,D109301,0,1361/01/08
29413325,D109301,0,1370/09/01
29413333,D109301,0,1333/03/03
29413341,D109301,0,1359/12/16
29413358,D109301,0,1363/11/24
29413366,D109301,0,1355/03/14
29413374,D109301,0,1369/06/26
29413382,D109301,0,1347/08/01
29413390,D109301,0,1349/03/01
29413408,D109301,0,1369/09/03
29413424,D109301,0,1378/08/29
29413457,D109301,0,1343/03/06
29413465,D109301,0,1354/01/02
29413473,D109301,0,1368/05/05
29413507,D109301,0,1360/04/15
29413531,D109301,0,1379/04/06
29413549,D109301,0,1366/03/28
29413556,D109301,0,1371/10/28
29413564,D109301,0,1364/11/18
29413580,D109301,0,1363/06/31
29413598,D109301,0,1359/07/01
29413606,D109301,0,1375/11/08
29413614,D109301,0,1356/06/17
29413630,D109301,0,1335/11/02
29413655,D109301,0,1345/07/20
29413663,D109301,0,1354/11/30
29413671,D109301,0,1353/06/01
29413689,D109301,0,1334/04/02
29413697,D109301,0,1345/12/08
29413705,D109301,0,1366/06/26
29413713,D109301,0,1367/09/20
29413721,D109301,0,1342/01/17
29413739,D109301,0,1342/03/01
29413747,D109301,0,1354/11/12
29413754,D109301,0,1355/06/30
29413762,D109301,0,1366/10/26
29413770,D109301,0,1341/10/05
29413788,D109301,0,1363/06/28
29413812,D109301,0,1343/07/12
29413820,D109301,0,1337/03/01
29413838,D109301,0,1369/02/07
29413861,D109301,0,1366/12/14
29413879,D109301,0,1362/09/14
29413887,D109301,0,1336/09/19
29413895,D109301,0,1370/05/07
29413903,D109301,0,1338/04/21
29413911,D109301,0,1375/05/02
29413929,D109301,0,1361/05/26
29413945,D109301,0,1367/06/30
29413960,D109301,0,1370/06/24
29413978,D109301,0,1369/10/25
29413986,D109301,0,1371/07/14
29414018,D109301,0,1363/09/20
29414026,D109301,0,1338/02/25
29414034,D109301,0,1375/06/01
29414042,D109301,0,1362/01/01
29414059,D109301,0,1368/11/12
29414067,D109301,0,1342/01/06
29414075,D109301,0,1358/09/03
29414083,D109301,0,1362/12/16
29414091,D109301,0,1357/07/01
29414109,D109301,0,1374/04/25
29414133,D109301,0,1382/11/25
29414141,D109301,0,1370/05/26
29414158,D109301,0,1368/03/04
29414174,D109301,0,1357/07/01
29414190,D109301,0,1362/03/25
29414216,D109301,0,1370/06/15
29414232,D109301,0,1381/06/17
29414240,D109301,0,1345/06/01
29414257,D109301,0,1333/07/07
29414265,D109301,0,1344/03/02
29414299,D109301,0,1373/09/05
29414307,D109301,0,1345/06/10
29414315,D109301,0,1354/11/22
29414331,D109301,0,1375/02/09
29414356,D109301,0,1371/10/06
29414372,D109301,0,1344/04/15
29414380,D109301,0,1366/05/20
29414414,D109301,0,1363/04/20
29414422,D109301,0,1355/10/24
29414430,D109301,0,1363/10/30
29414448,D109301,0,1346/04/03
29414463,D109301,0,1360/07/01
29414497,D109301,0,1375/10/08
29414505,D109301,0,1362/02/02
29414513,D109301,0,1358/07/01
29414521,D109301,0,1364/11/05
29414547,D109301,0,1360/02/04
29414554,D109301,0,1368/02/04
29414570,D109301,0,1372/03/09
29414588,D109301,0,1349/06/01
29414596,D109301,0,1372/01/26
29414604,D109301,0,1347/06/01
29414612,D109301,0,1356/02/09
29414661,D109301,0,1383/10/20
29414687,D109301,0,1353/04/01
29414695,D109301,0,1326/01/01
29414703,D109301,0,1332/01/01
29414711,D109301,0,1338/11/01
29414729,D109301,0,1373/03/16
29414737,D109301,0,1353/06/01
29414752,D109301,0,1348/11/15
29414760,D109301,0,1370/03/09
29414794,D109301,0,1373/10/13
29414802,D109301,0,1364/01/02
29414810,D109301,0,1398/06/13
29414869,D109301,0,1356/06/01
29414893,D109301,0,1369/03/23
29414901,D109301,0,1348/01/18
29414927,D109301,0,1364/05/23
29414935,D109301,0,1364/06/20
29414968,D109301,0,1367/11/14
29414992,D109301,0,1357/04/19
29415007,D109301,0,1343/05/08
29415015,D109301,0,1342/11/30
29415023,D109301,0,1338/10/20
29415031,D109301,0,1382/11/19
29415049,D109301,0,1347/06/18
29415056,D109301,0,1359/10/30
29415064,D109301,0,1365/02/13
29415098,D109301,0,1364/10/16
29415130,D109301,0,1358/08/14
29415148,D109301,0,1343/03/05
29415155,D109301,0,1342/01/01
29415163,D109301,0,1372/01/04
29415189,D109301,0,1360/03/08
29415197,D109301,0,1364/04/28
29415205,D109301,0,1360/06/30
29415213,D109301,0,1353/11/10
29415221,D109301,0,1378/07/14
29415239,D109301,0,1340/07/21
29415247,D109301,0,1336/06/20
29415254,D109301,0,1370/04/01
29415262,D109301,0,1363/03/20
29415270,D109301,0,1363/03/31
29415288,D109301,0,1338/09/14
29415296,D109301,0,1370/06/10
29415320,D109301,0,1388/08/01
