CIF,CUSTOMERTYPE,BIRTHDATE,POSTALCODE
4025854,1,12/15/2022 18:51,8173996763
4025946,1,12/15/2022 18:36,1687759453
4025953,1,12/15/2022 18:36,4916654189
4026043,1,12/15/2022 18:36,1474694911
4026134,1,12/15/2022 18:52,8815936486
4026159,1,12/15/2022 18:41,1466913731
4026209,1,12/15/2022 18:41,1331679196
4026316,1,12/15/2022 18:56,1716633813
4026373,1,12/15/2022 18:56,1716633813
4026878,1,12/15/2022 18:25,
4026969,1,12/15/2022 18:25,1153856511
4027314,1,12/15/2022 19:05,1114737115
4027512,1,12/15/2022 18:48,1997777811
4027553,1,12/15/2022 18:48,3881883139
4027900,1,12/15/2022 18:51,1157856514
4027967,1,12/15/2022 18:51,1777783564
4028130,1,12/15/2022 18:51,1786787611
4028692,1,12/15/2022 18:49,1949913573
4028759,1,12/15/2022 18:49,6515793666
4029047,1,12/15/2022 18:36,1111111111
4029179,1,12/15/2022 18:56,1985869634
4029526,1,12/15/2022 18:22,1566787111
4029633,1,12/15/2022 18:22,1779955191
4029765,1,12/15/2022 18:25,1955735748
4029989,1,12/15/2022 18:25,7515736496
4030219,1,12/15/2022 18:35,1
4030235,1,12/15/2022 18:35,3414857816
4030375,1,12/15/2022 19:05,1454815311
4030573,1,12/15/2022 18:46,1448913616
4030680,1,12/15/2022 18:48,3716616554
4030698,1,12/15/2022 18:48,1487638571
4031183,1,12/15/2022 18:56,5551647459
4031878,1,12/15/2022 18:51,1473974981
4032603,1,12/15/2022 18:22,1998818433
4033338,1,12/15/2022 18:35,1471885571
4033569,1,12/15/2022 18:30,6617617394
4034740,1,12/15/2022 18:49,1786745911
4035218,1,12/15/2022 18:25,1646734653
4035473,1,12/15/2022 18:56,1676897171
4036166,1,12/15/2022 18:22,7918694539
4036836,1,12/15/2022 18:54,1859974197
4037297,1,12/15/2022 18:54,5618669319
4037925,1,12/15/2022 18:49,1618868913
4038014,1,12/15/2022 18:49,1436663731
4038584,1,12/15/2022 18:54,1939744314
4039079,1,12/15/2022 18:22,1471643353
4039525,1,12/15/2022 18:25,7591671899
4040499,1,12/15/2022 18:35,1463716615
4049664,1,12/15/2022 18:54,3166654313
4050589,1,12/15/2022 18:30,3415613995
4051918,1,12/15/2022 18:59,1839649498
4052452,1,12/15/2022 18:35,8168965131
4053567,1,12/15/2022 18:38,1939964885
4053633,1,12/15/2022 18:30,7617837651
4053716,1,12/15/2022 18:25,1183815611
4054128,1,12/15/2022 18:22,1717614851
4055372,1,12/15/2022 18:35,7613747955
4055414,1,12/15/2022 18:35,7613747955
4055422,1,12/15/2022 18:36,7591633374
4056966,1,12/15/2022 18:21,1998848133
4060091,1,12/15/2022 18:50,7614679317
4060414,1,12/15/2022 18:22,7916863935
4060471,1,12/15/2022 18:22,7915966986
4060950,1,12/15/2022 18:25,1359666153
4061289,1,12/15/2022 19:03,1645644464
4065314,1,12/15/2022 19:00,9999999999
4066627,1,12/15/2022 18:25,7915867331
4066734,1,12/15/2022 18:56,7618874473
4067492,1,12/15/2022 18:25,1468653881
4068011,1,12/15/2022 19:04,3519787861
4068326,1,12/15/2022 19:02,1394933939
4068664,1,12/15/2022 18:59,1
4069498,1,12/15/2022 19:02,1385874391
4069738,1,12/15/2022 19:02,8815839757
4069985,1,12/15/2022 19:05,1668834141
4070801,1,12/15/2022 18:30,1983653133
4071874,1,12/15/2022 19:03,9816653161
4072252,1,12/15/2022 18:35,1155746515
4072260,1,12/15/2022 18:35,1873884336
4072484,1,12/15/2022 19:02,1234567899
4072575,1,12/15/2022 18:49,1998815661
4072625,1,12/15/2022 19:02,7817873831
4072831,1,12/15/2022 19:06,1494914193
4073060,1,12/15/2022 19:05,1645796438
4073219,1,12/15/2022 18:59,1611877819
4074068,1,12/15/2022 18:30,1456713131
4074514,1,12/15/2022 18:35,1655694866
4075305,1,12/15/2022 18:35,1347956485
4075362,1,12/15/2022 18:37,791617955
4075461,1,12/15/2022 18:37,1316633931
4075560,1,12/15/2022 19:06,1316633931
4076337,1,12/15/2022 18:39,5167936151
4076600,1,12/15/2022 18:59,4917763546
4076626,1,12/15/2022 18:59,7917645685
4077269,1,12/15/2022 18:30,1196714461
4078234,1,12/15/2022 19:03,7614796194
4078473,1,12/15/2022 18:35,1987743853
4079554,1,12/15/2022 18:59,1677936145
4080453,1,12/15/2022 18:21,1451814731
4081618,1,12/15/2022 18:35,7941657909
4085270,1,12/15/2022 18:35,1331785386
4086740,1,12/15/2022 18:30,1995833911
4089637,1,12/15/2022 18:35,7619699881
4090874,1,12/15/2022 18:59,1394863559
4091286,1,12/15/2022 18:35,1457943583
4091823,1,12/15/2022 19:00,1456886799
4093183,1,12/15/2022 19:02,1997984341
4094041,1,12/15/2022 18:50,6931983774
4094074,1,12/15/2022 19:03,7591785812
4096830,1,12/15/2022 18:35,19977811
4096905,1,12/15/2022 18:35,3169894163
4097465,1,12/15/2022 19:02,1689996711
4098042,1,12/15/2022 19:06,1389776363
4098091,1,12/15/2022 19:00,1389776363
4098109,1,12/15/2022 19:00,1435744568
4099701,1,12/15/2022 18:21,6155717565
4102018,1,12/15/2022 18:27,9149178456
4102992,1,12/15/2022 18:21,7616779187
4103016,1,12/15/2022 18:21,7919153844
4103537,1,12/15/2022 18:27,1998887433
4103651,1,12/15/2022 19:04,3136915484
4104295,1,12/15/2022 18:27,7933113789
4104485,1,12/15/2022 18:27,7841113335
4105607,1,12/15/2022 18:46,1819834364
4106746,1,12/15/2022 18:27,9814774837
4110862,1,12/15/2022 18:47,7919184874
4110961,1,12/15/2022 18:21,1176753363
4112397,1,12/15/2022 18:21,1837945413
4112504,1,12/15/2022 18:49,113561656
4112710,1,12/15/2022 18:32,7617644717
4113213,1,12/15/2022 18:46,4814875387
4114203,1,12/15/2022 18:21,1634674419
4114252,1,12/15/2022 18:21,1356698791
4117792,1,12/15/2022 18:27,7916884919
4119194,1,12/15/2022 18:25,3751759761
4119954,1,12/15/2022 18:27,7931156143
4121448,1,12/15/2022 18:50,5617616384
4121471,1,12/15/2022 18:46,1437655414
4121653,1,12/15/2022 18:46,6516766177
4122073,1,12/15/2022 18:25,7918836355
4123006,1,12/15/2022 18:27,1593647911
4124087,1,12/15/2022 18:27,1517944845
4124681,1,12/15/2022 18:46,1589676718
4124962,1,12/15/2022 18:49,1
4125191,1,12/15/2022 18:21,1435893348
4125894,1,12/15/2022 18:21,1663618463
4127072,1,12/15/2022 18:27,7955138319
4128708,1,12/15/2022 18:21,1498735649
4129193,1,12/15/2022 18:22,1363977593
4129516,1,12/15/2022 18:27,8196688593
4130068,1,12/15/2022 18:21,7914664398
4130225,1,12/15/2022 18:49,7919817675
4130605,1,12/15/2022 18:21,1617777611
4131892,1,12/15/2022 18:21,1444613711
4133005,1,12/15/2022 18:46,4615736573
4133245,1,12/15/2022 18:46,1143937133
4134433,1,12/15/2022 18:49,1815815844
4136974,1,12/15/2022 18:54,9156989318
4138137,1,12/15/2022 18:49,111111
4140174,1,12/15/2022 18:27,4615736573
4141289,1,12/15/2022 18:46,6931675361
4141636,1,12/15/2022 18:49,1739934343
4145926,1,12/15/2022 18:27,
4147146,1,12/15/2022 18:29,1438844974
4149456,1,12/15/2022 18:30,1111111111
4150132,1,12/15/2022 18:22,1996813131
4157517,1,12/15/2022 18:30,5715756867
4166625,1,12/15/2022 18:22,5711111111
4169504,1,12/15/2022 18:30,5178914151
4174678,1,12/15/2022 18:22,
4175188,1,12/15/2022 18:29,8741155641
4176491,1,12/15/2022 18:37,8148637831
4177978,1,12/15/2022 18:22,8189645765
4178067,1,12/15/2022 18:22,
4178463,1,12/15/2022 18:25,8139747856
4178596,1,12/15/2022 18:30,8186717843
4179917,1,12/15/2022 18:22,8194975116
4180188,1,12/15/2022 18:25,8186744691
4181269,1,12/15/2022 18:22,8159713591
4182416,1,12/15/2022 18:22,8199634581
4182689,1,12/15/2022 19:01,1998774586
4183463,1,12/15/2022 18:30,1283897806
4183471,1,12/15/2022 18:30,8166116381
4183489,1,12/15/2022 18:30,8166116381
4185658,1,12/15/2022 18:25,1
4186599,1,12/15/2022 18:29,8174757476
4187944,1,12/15/2022 18:25,1234567890
4187969,1,12/15/2022 18:25,8147555441
4188124,1,12/15/2022 18:57,
4188132,1,12/15/2022 18:53,
4188215,1,12/15/2022 18:30,1111111111
4188223,1,12/15/2022 18:30,8174668833
4188231,1,12/15/2022 18:30,8173668833
4188330,1,12/15/2022 18:41,8359113366
4188637,1,12/15/2022 18:25,8341183516
4188645,1,12/15/2022 18:25,8341183516
4190344,1,12/15/2022 18:30,8187939871
4190351,1,12/15/2022 18:30,8187997613
4190401,1,12/15/2022 18:30,8435136641
4191219,1,12/15/2022 18:25,8413636895
4191805,1,12/15/2022 18:25,8436134433
4193587,1,12/15/2022 18:25,
4193777,1,12/15/2022 18:30,8431736541
4194304,1,12/15/2022 18:22,8471776771
4202008,1,12/15/2022 18:55,8184697631
4203352,1,12/15/2022 18:51,8514737156
4204418,1,12/15/2022 18:55,8713965693
4204483,1,12/15/2022 18:35,1111111111
4204772,1,12/15/2022 18:55,8714816381
4204780,1,12/15/2022 18:35,8717935961
4205308,1,12/15/2022 18:57,1111111111
4205449,1,12/15/2022 18:51,8711111111
4205571,1,12/15/2022 18:52,8713644951
4205720,1,12/15/2022 18:35,8719757931
4206215,1,12/15/2022 18:38,8378144371
4206223,1,12/15/2022 18:38,8378133151
4206249,1,12/15/2022 18:48,8378144686
4206322,1,12/15/2022 18:48,1461683611
4206330,1,12/15/2022 18:48,8156138445
4206355,1,12/15/2022 18:48,8156138445
4206520,1,12/15/2022 18:48,1111111111
4207130,1,12/15/2022 18:35,3159745979
4207429,1,12/15/2022 18:48,1111111111
4207437,1,12/15/2022 18:35,1111111111
4207445,1,12/15/2022 18:58,3149773956
4207452,1,12/15/2022 18:54,1419894354
4207544,1,12/15/2022 18:35,1111111111
4208419,1,12/15/2022 18:36,1111111111
4208427,1,12/15/2022 18:35,3135637714
4209433,1,12/15/2022 18:55,3183748341
4209870,1,12/15/2022 18:51,1111111111
4210076,1,12/15/2022 18:57,
4210084,1,12/15/2022 18:35,3176653813
4211777,1,12/15/2022 18:35,
4211801,1,12/15/2022 18:57,1111111111
4212502,1,12/15/2022 18:55,1111111111
4213922,1,12/15/2022 18:35,6931154654
4214292,1,12/15/2022 18:30,6931395835
4214458,1,12/15/2022 18:48,6941998964
4214474,1,12/15/2022 18:48,6931998964
4218400,1,12/15/2022 18:35,7516958858
4220356,1,12/15/2022 18:50,1975783451
4220372,1,12/15/2022 18:48,1975783451
4220497,1,12/15/2022 18:48,1955754874
4220752,1,12/15/2022 19:04,1955758195
4220943,1,12/15/2022 18:51,1694936513
4220976,1,12/15/2022 18:51,1937975711
4221651,1,12/15/2022 18:38,1349818541
4221701,1,12/15/2022 18:55,1333833977
4222469,1,12/15/2022 18:55,1149773564
4222691,1,12/15/2022 18:39,1736793379
4223442,1,12/15/2022 18:48,1771994581
4224002,1,12/15/2022 18:51,1764814783
4224267,1,12/15/2022 18:51,1493754111
4224465,1,12/15/2022 18:35,1184618463
4224515,1,12/15/2022 18:35,1779643963
4224564,1,12/15/2022 18:35,1653738583
4226452,1,12/15/2022 18:55,1454753763
4227187,1,12/15/2022 18:51,1996817584
4227195,1,12/15/2022 18:51,1996817584
4227427,1,12/15/2022 18:35,1949663149
4227823,1,12/15/2022 18:35,123456789
4227880,1,12/15/2022 18:35,6717116578
4228516,1,12/15/2022 18:35,1996815848
4228565,1,12/15/2022 18:35,1966873338
4228649,1,12/15/2022 18:35,1996815869
4228961,1,12/15/2022 18:35,1481715341
4229068,1,12/15/2022 18:35,1996815773
4229191,1,12/15/2022 18:35,1363944311
4229589,1,12/15/2022 18:35,1996816686
4229605,1,12/15/2022 18:55,1996816185
4229647,1,12/15/2022 18:48,1996816464
4229662,1,12/15/2022 18:48,1996817434
4229670,1,12/15/2022 18:48,1996817434
4230009,1,12/15/2022 18:51,
4230389,1,12/15/2022 18:35,
4230397,1,12/15/2022 18:35,1695836358
4230652,1,12/15/2022 18:35,1654837411
4231098,1,12/15/2022 18:35,1653933435
4231163,1,12/15/2022 18:35,1834913415
4231635,1,12/15/2022 18:35,1653975679
4231999,1,12/15/2022 18:51,1993916951
4232005,1,12/15/2022 18:51,1993916951
4232518,1,12/15/2022 18:36,1651133933
4232922,1,12/15/2022 18:55,1477667315
4232930,1,12/15/2022 18:55,1477667315
4233391,1,12/15/2022 18:48,1486788168
4233854,1,12/15/2022 18:51,1388818788
4233888,1,12/15/2022 18:35,
4234753,1,12/15/2022 18:27,1493766145
4234761,1,12/15/2022 18:27,1493766145
4234977,1,12/15/2022 18:51,1473847166
4235511,1,12/15/2022 18:29,1483755455
4235750,1,12/15/2022 18:35,1439843397
4235917,1,12/15/2022 18:35,1663853813
4235958,1,12/15/2022 18:54,1986875755
4236071,1,12/15/2022 18:55,1613679333
4236436,1,12/15/2022 18:55,1431884114
4236865,1,12/15/2022 18:51,1646698414
4237012,1,12/15/2022 18:35,1645647784
4237103,1,12/15/2022 18:51,1955754575
4237640,1,12/15/2022 18:51,1341695187
4237988,1,12/15/2022 18:51,1891695654
4238168,1,12/15/2022 18:51,1484666484
4238622,1,12/15/2022 18:35,1388783313
4239349,1,12/15/2022 18:55,8816833356
4239703,1,12/15/2022 18:48,8813984755
4239950,1,12/15/2022 18:51,8818676944
4240842,1,12/15/2022 18:27,8818615664
4243119,1,12/15/2022 18:35,9519883199
4245478,1,12/15/2022 18:33,9648119449
4245700,1,12/15/2022 18:47,9619616848
4246591,1,12/15/2022 18:33,9619738645
4246690,1,12/15/2022 18:38,9614665755
4246872,1,12/15/2022 18:33,4617713387
4249728,1,12/15/2022 18:50,9194959318
4253621,1,12/15/2022 18:32,9194799686
4254181,1,12/15/2022 18:47,9197655765
4254678,1,12/15/2022 18:50,9194799878
4254959,1,12/15/2022 18:54,9149653443
4255808,1,12/15/2022 18:47,9194945914
4256111,1,12/15/2022 18:50,1785776813
4258505,1,12/15/2022 18:33,9188947755
4259503,1,12/15/2022 18:54,9189755137
4259511,1,12/15/2022 18:54,9189755137
4262689,1,12/15/2022 18:33,9177911111
4262952,1,12/15/2022 18:24,9185935665
4265492,1,12/15/2022 18:24,9147913589
4266136,1,12/15/2022 18:33,9168693319
4270294,1,12/15/2022 18:47,
4273892,1,12/15/2022 18:30,9175757643
4273918,1,12/15/2022 18:50,9671955793
4275749,1,12/15/2022 18:32,9418875639
4276291,1,12/15/2022 18:45,9416657451
4276424,1,12/15/2022 18:48,9416864456
4276531,1,12/15/2022 18:48,94
4276911,1,12/15/2022 18:50,1486984379
4277620,1,12/15/2022 18:52,9461789195
4278040,1,12/15/2022 19:03,9417873838
4280442,1,12/15/2022 18:57,6184863175
4281184,1,12/15/2022 18:20,6165764535
4281465,1,12/15/2022 18:54,1111111111
4281689,1,12/15/2022 18:47,6155965818
4282224,1,12/15/2022 18:50,3625142536
4291019,1,12/15/2022 18:32,4513794477
4291936,1,12/15/2022 18:33,4519617354
4292363,1,12/15/2022 19:00,1455913871
4293452,1,12/15/2022 18:48,4518966841
4294435,1,12/15/2022 18:48,3519685543
4294583,1,12/15/2022 18:48,1677773113
4295192,1,12/15/2022 18:35,3514714688
4295382,1,12/15/2022 18:35,3551673695
4298444,1,12/15/2022 18:35,1236547891
4298477,1,12/15/2022 18:35,9819618931
4298782,1,12/15/2022 18:53,9817993564
4299392,1,12/15/2022 18:51,9816956384
4299400,1,12/15/2022 18:51,9816956384
4299921,1,12/15/2022 18:49,1767748666
4300091,1,12/15/2022 18:49,3314917738
4300364,1,12/15/2022 18:51,1468743341
4301545,1,12/15/2022 18:51,1861866189
4301636,1,12/15/2022 18:35,1849634868
4301826,1,12/15/2022 18:45,1864665145
4304457,1,12/15/2022 18:48,7177883391
4304945,1,12/15/2022 18:51,7185873474
4305421,1,12/15/2022 18:49,7157871133
4306288,1,12/15/2022 18:48,7147655994
4306833,1,12/15/2022 18:51,
4309431,1,12/15/2022 18:53,7375113556
4313359,1,12/15/2022 18:51,7186894599
4313599,1,12/15/2022 19:02,7177737801
4313607,1,12/15/2022 19:02,7177737801
4313680,1,12/15/2022 18:51,7777777777
4314589,1,12/15/2022 18:35,7157835955
4315172,1,12/15/2022 18:51,7167717477
4321717,1,12/15/2022 18:51,
4321725,1,12/15/2022 18:51,1236547890
4322194,1,12/15/2022 18:36,1252415241
4323218,1,12/15/2022 18:48,3413986689
4323978,1,12/15/2022 19:02,3471717744
4324398,1,12/15/2022 18:59,3491844151
4324828,1,12/15/2022 18:40,1111111111
4325171,1,12/15/2022 18:49,4961744897
4326682,1,12/15/2022 18:45,4913866935
4326708,1,12/15/2022 18:37,4915818886
4326997,1,12/15/2022 19:02,4914716341
4327482,1,12/15/2022 18:46,4913979349
4327706,1,12/15/2022 19:00,4913867489
4329777,1,12/15/2022 18:49,4346145373
4330213,1,12/15/2022 19:02,4164963495
4333761,1,12/15/2022 18:44,1111111111
4334033,1,12/15/2022 18:59,6811111111
4336335,1,12/15/2022 18:51,
4336772,1,12/15/2022 18:59,6814186553
4337259,1,12/15/2022 18:59,
4340295,1,12/15/2022 19:02,
4341053,1,12/15/2022 18:47,1111111111
4341608,1,12/15/2022 19:05,
4341632,1,12/15/2022 18:46,1111111111
4344552,1,12/15/2022 18:33,
4346953,1,12/15/2022 18:33,1111111111
4348306,1,12/15/2022 18:20,4815665711
4351474,1,12/15/2022 19:02,3815139371
4351623,1,12/15/2022 18:52,1656845373
4351680,1,12/15/2022 18:24,3845168511
4352092,1,12/15/2022 18:52,3819817659
4352530,1,12/15/2022 18:20,3857135639
4353165,1,12/15/2022 18:33,1234567890
4353181,1,12/15/2022 18:22,123456789
4353207,1,12/15/2022 18:55,1111111111
4353322,1,12/15/2022 18:47,3818977731
4354080,1,12/15/2022 18:24,3818719664
4357372,1,12/15/2022 18:52,6541876158
4357687,1,12/15/2022 18:57,1111111111
4360103,1,12/15/2022 18:48,1414633587
4361283,1,12/15/2022 18:51,6516617951
4361432,1,12/15/2022 18:24,6519664531
4362141,1,12/15/2022 18:20,6519655488
4362703,1,12/15/2022 18:48,6515965877
4362729,1,12/15/2022 18:48,1563934613
4365060,1,12/15/2022 18:52,8991759349
4365086,1,12/15/2022 18:32,8991759349
4366530,1,12/15/2022 18:20,8916787894
4366555,1,12/15/2022 18:20,8914664351
4366639,1,12/15/2022 18:52,8915174856
4366845,1,12/15/2022 18:52,8916136491
4366902,1,12/15/2022 18:52,8917787981
4367108,1,12/15/2022 19:03,8916616565
4367157,1,12/15/2022 18:57,8916874784
4367181,1,12/15/2022 18:43,8916945475
4367215,1,12/15/2022 18:20,8913845548
4367363,1,12/15/2022 18:20,8919845484
4367413,1,12/15/2022 18:20,8916926717
4375010,1,12/15/2022 18:53,6617965154
4376497,1,12/15/2022 18:52,6787163175
4376729,1,12/15/2022 18:52,6617985764
4376802,1,12/15/2022 18:52,1111111111
4385803,1,12/15/2022 18:33,
4387148,1,12/15/2022 18:54,7613635976
4387205,1,12/15/2022 18:54,8178654373
4387502,1,12/15/2022 18:55,7617676761
4387536,1,12/15/2022 18:33,7617777777
4387981,1,12/15/2022 18:33,7617676761
4388625,1,12/15/2022 18:47,6714764181
4389565,1,12/15/2022 18:24,6718999333
4393062,1,12/15/2022 19:00,6787186841
4395885,1,12/15/2022 18:51,6715965775
4395893,1,12/15/2022 18:51,3491734431
4396479,1,12/15/2022 18:47,
4397048,1,12/15/2022 18:47,1234567895
4397600,1,12/15/2022 18:49,1
4399747,1,12/15/2022 18:47,
4399903,1,12/15/2022 19:01,7591614449
4399937,1,12/15/2022 18:25,8888888888
4400230,1,12/15/2022 18:47,7595137365
4400495,1,12/15/2022 18:46,7591694433
4400578,1,12/15/2022 18:47,7591775941
4400669,1,12/15/2022 18:46,7591775941
4401303,1,12/15/2022 19:02,7591616677
4401345,1,12/15/2022 19:02,
4402038,1,12/15/2022 18:51,35
4402384,1,12/15/2022 18:49,1111111111
4402970,1,12/15/2022 18:29,6677133788
4403804,1,12/15/2022 18:47,1654696441
4403911,1,12/15/2022 18:46,1939945613
4404158,1,12/15/2022 19:04,6519963661
4404893,1,12/15/2022 18:51,6471713146
4405502,1,12/15/2022 18:48,7593131675
4407151,1,12/15/2022 18:47,1453954445
4407912,1,12/15/2022 18:46,1815688691
4408589,1,12/15/2022 18:47,1687659781
4409470,1,12/15/2022 18:25,1764818454
4410874,1,12/15/2022 18:48,3491716346
4412946,1,12/15/2022 18:47,1955846981
4413308,1,12/15/2022 18:47,7618695144
4413852,1,12/15/2022 18:50,1144943777
4414306,1,12/15/2022 19:02,1779815191
4415576,1,12/15/2022 18:36,6816636895
4423000,1,12/15/2022 18:22,1156833383
4424255,1,12/15/2022 18:51,3718934674
4424263,1,12/15/2022 18:51,3719855143
4427506,1,12/15/2022 18:49,
4427803,1,12/15/2022 18:25,9715865343
4427829,1,12/15/2022 18:47,9717683397
4429791,1,12/15/2022 18:53,3716136963
4430989,1,12/15/2022 18:51,8156613811
4431219,1,12/15/2022 18:53,3354137631
4431417,1,12/15/2022 18:47,1378815919
4432654,1,12/15/2022 18:51,1959683617
4432746,1,12/15/2022 18:51,1951683453
4432779,1,12/15/2022 18:51,1985867135
4432985,1,12/15/2022 18:51,8158874654
4433108,1,12/15/2022 19:02,1943643151
4435335,1,12/15/2022 18:51,1635773414
4435376,1,12/15/2022 19:02,8176754836
4437026,1,12/15/2022 18:51,1687879755
4437794,1,12/15/2022 18:26,8174937191
4437943,1,12/15/2022 18:23,3376115948
4439113,1,12/15/2022 18:30,3371813345
4439477,1,12/15/2022 18:45,1848915617
4439683,1,12/15/2022 18:45,1839963374
4440129,1,12/15/2022 18:23,1874735579
4440236,1,12/15/2022 18:23,187354414
4440491,1,12/15/2022 18:23,1766633931
4440509,1,12/15/2022 18:26,1843114875
4441457,1,12/15/2022 18:35,1947755814
4441481,1,12/15/2022 18:56,1947755814
4445581,1,12/15/2022 18:42,9157637566
4445805,1,12/15/2022 18:42,1453843331
4446258,1,12/15/2022 18:46,65
4446332,1,12/15/2022 18:48,7918643885
4448684,1,12/15/2022 18:42,1473744183
4449567,1,12/15/2022 18:48,1348753851
4451134,1,12/15/2022 18:56,6931136567
4451464,1,12/15/2022 18:48,1144717468
4454799,1,12/15/2022 18:52,1478776973
4456828,1,12/15/2022 18:24,6814987694
4459574,1,12/15/2022 18:46,1455793414
4463758,1,12/15/2022 18:48,3751869176
4464210,1,12/15/2022 18:48,1684937165
4465225,1,12/15/2022 18:50,1234567899
4465647,1,12/15/2022 18:26,7917857999
4465746,1,12/15/2022 18:26,1443833371
4469409,1,12/15/2022 18:56,9816864481
4470399,1,12/15/2022 18:48,1481834645
4472205,1,12/15/2022 18:43,3519879744
4472627,1,12/15/2022 18:43,1767794165
4472858,1,12/15/2022 18:23,4515749687
4475281,1,12/15/2022 18:26,1467695843
4477477,1,12/15/2022 18:56,7661118457
4478350,1,12/15/2022 18:26,1991337611
4478475,1,12/15/2022 18:26,1159963454
4479846,1,12/15/2022 18:48,4144775894
4479911,1,12/15/2022 18:48,7617813964
4481057,1,12/15/2022 18:35,1855877661
4481578,1,12/15/2022 18:57,1354645313
4481974,1,12/15/2022 18:45,1655693369
4484168,1,12/15/2022 18:43,8817964899
4485660,1,12/15/2022 18:23,3351636583
4492021,1,12/15/2022 18:58,1411984465
4493623,1,12/15/2022 18:45,1381796363
4496154,1,12/15/2022 18:59,4719745676
4496360,1,12/15/2022 19:01,9717833319
4496469,1,12/15/2022 19:01,1589744613
4496568,1,12/15/2022 18:33,9461748177
4496584,1,12/15/2022 18:33,9619637737
4496857,1,12/15/2022 18:45,7571764886
4496956,1,12/15/2022 18:48,4977163566
4497129,1,12/15/2022 18:47,6813896141
4497723,1,12/15/2022 18:48,4817647714
4498929,1,12/15/2022 18:34,3418836489
4499752,1,12/15/2022 18:33,4971844437
4499802,1,12/15/2022 18:45,7163774395
4499810,1,12/15/2022 18:45,9619614658
4500096,1,12/15/2022 18:48,3417713154
4500179,1,12/15/2022 18:48,6515985861
4501854,1,12/15/2022 18:47,9413633201
4501896,1,12/15/2022 18:50,6438173635
4503736,1,12/15/2022 18:47,4915844893
4504320,1,12/15/2022 18:59,4144853711
4504460,1,12/15/2022 18:55,5133868357
4504817,1,12/15/2022 18:47,4815793789
4505137,1,12/15/2022 18:50,3413686659
4505855,1,12/15/2022 18:58,1447734553
4506424,1,12/15/2022 18:45,1493864585
4506820,1,12/15/2022 18:50,1677898347
4508180,1,12/15/2022 18:47,5665163174
4508446,1,12/15/2022 18:50,8715143843
4510616,1,12/15/2022 19:01,1931944663
4510954,1,12/15/2022 18:32,1161686349
4511382,1,12/15/2022 18:47,1145933948
4514055,1,12/15/2022 18:47,4155843744
4514279,1,12/15/2022 18:53,1
4514774,1,12/15/2022 19:05,195
4514923,1,12/15/2022 18:55,7915837115
4515128,1,12/15/2022 18:55,8165653116
4516035,1,12/15/2022 18:21,1911753984
4517785,1,12/15/2022 19:05,8194889139
4519740,1,12/15/2022 19:06,9999999999
4520516,1,12/15/2022 19:05,1653975679
4522512,1,12/15/2022 18:45,1954746758
4522769,1,12/15/2022 18:48,1488864455
4524799,1,12/15/2022 18:55,4145666741
4525812,1,12/15/2022 18:55,1651946317
4527040,1,12/15/2022 19:01,1676953793
4528139,1,12/15/2022 18:52,8178846381
4528311,1,12/15/2022 18:45,1765646534
4528410,1,12/15/2022 18:33,3471665165
4528451,1,12/15/2022 18:33,1661966711
4531307,1,12/15/2022 18:58,1144734557
4531893,1,12/15/2022 18:48,1111111111
4535209,1,12/15/2022 18:45,6534111416
4535589,1,12/15/2022 18:52,1676625111
4535993,1,12/15/2022 18:48,1484958183
4538021,1,12/15/2022 18:44,7915836935
4538757,1,12/15/2022 18:55,1677813716
4539615,1,12/15/2022 18:46,4816819414
4542338,1,12/15/2022 18:39,6517645187
4543385,1,12/15/2022 18:23,1744994473
4543542,1,12/15/2022 18:36,3418856134
4544326,1,12/15/2022 18:33,1466975953
4544680,1,12/15/2022 18:45,8158856141
4548079,1,12/15/2022 18:48,8715643535
4548830,1,12/15/2022 18:46,5619855778
4549671,1,12/15/2022 18:23,8156893381
4551339,1,12/15/2022 18:33,1569918614
4551883,1,12/15/2022 18:26,1
4551933,1,12/15/2022 18:26,1
4552725,1,12/15/2022 18:56,1348765798
4553475,1,12/15/2022 18:55,4715658453
4553640,1,12/15/2022 19:04,1316974854
4554069,1,12/15/2022 18:38,7617674958
4555033,1,12/15/2022 18:26,8719644935
4555975,1,12/15/2022 18:56,1971817719
4557088,1,12/15/2022 18:33,1474763141
4559126,1,12/15/2022 18:23,5618131113
4560926,1,12/15/2022 18:57,1676993515
4562823,1,12/15/2022 19:01,6816775656
4564464,1,12/15/2022 18:26,1766685115
4564480,1,12/15/2022 18:26,9163795337
4564498,1,12/15/2022 18:26,9198194659
4564761,1,12/15/2022 18:46,9719953966
4565198,1,12/15/2022 18:56,1371788675
4565909,1,12/15/2022 19:01,4755116483
4566097,1,12/15/2022 19:01,1448963313
4566725,1,12/15/2022 18:55,4144964488
4568101,1,12/15/2022 18:46,1715655445
4568333,1,12/15/2022 18:46,1481865461
4568929,1,12/15/2022 18:55,6818788646
4570511,1,12/15/2022 18:23,1677955444
4571188,1,12/15/2022 18:26,4718175875
4572327,1,12/15/2022 18:33,3415638957
4573531,1,12/15/2022 18:56,8816686141
4575544,1,12/15/2022 18:33,1653975868
4577201,1,12/15/2022 18:23,7891753365
4577714,1,12/15/2022 18:48,1477618663
4578423,1,12/15/2022 18:58,1649733771
4578522,1,12/15/2022 18:30,3714193413
4580908,1,12/15/2022 18:48,
4585238,1,12/15/2022 19:05,6516838511
4586012,1,12/15/2022 18:59,1474945466
